Özgün Değer Rapor	Özgün Değer
İnsansı robot destekli İngilizce eğitimi uygulamaları içeren bir öğrenme sisteminin tasarlanmasını ve ortaokul öğrencilerinin İngilizce öğrenim süreci üzerindeki uygulanmasının etkilerini incelemeyi hedefleyen bu proje önerisinde, tasarım tabanlı bir araştırma modeli uygulanarak öncelikle sistemin kullanılabilirlik çalışmaları yapılarak bir prototip geliştirilmesi, sonrasında bu sistem üzerinde öğrenci-robot-öğretmen etkileşimlerinin incelenmesi ve uygulanan eğitimin öğrencilerin başarı, tutum, motivasyon ve derse katılımlarını nasıl etkilediğinin farklı açılardan (sosyoekonomik ve bireysel özellikler) araştırılması amaçlanmıştır. Proje önerisinde yenilikçi bir teknoloji olan insansı robotların öğrencileri konuşturarak İngilizce öğretiminin hedeflenilmesi özgün olarak değerlendirilmiştir. Ayrıca, söz konusu projede insansı robotların İngilizce öğreniminde kullanılması ve öğretmenlerin bu teknolojiyi kullanması için eğitim verilecek olması sözü edilen devlet politikalarıyla uyumlu olup yabancı dil öğretiminde farklı bir yöntem geliştirme potansiyeline sahip olması açısından özgün bulunmuştur. Ancak, projenin tasarım tabanlı araştırma yöntemi kullanılarak, nitel ve nicel verilerin süreçte sürekli toplanarak analiz edilecek olmasının çalışmaya özgün bir değer katmakta olduğu belirtilmiş olmasına rağmen bu araştırma modeli uygulama ve ürün-geliştirme odaklı çalışmalarda sıklıkla kullanıldığından bu yönüyle özgünlüğü zayıf bulunmuştur. Ayrıca proje önerisinde teknolojik açıdan bir yenilik olsa bile bu yeniliğin pedagojik açıdan nasıl sunulacağı konusunda yeterince kuramsal ve kavramsa açıklamaya yer verilmemiş olması özgün değeri sınırlandırmaktadır. Diğer bir ifadeyle robotlara yüklenmek üzere geliştirilmesi planlanan dil öğretim yazılımının halihazırdaki mevcut mobil uygulamalardan nasıl farklılaştığı, yüksek maliyet gerektiren robot kullanımının mevcut mobil uygulamalara göre avantajının neler olacağı hususları belirsizdir. Yine proje önerisinde değişik yerlerde öğrenme sistemi, öğretim materyali, uygulama, İngilizce eğitim etkinlikleri gibi farklı terimler tanımlanmadan kullanılmakta ve prototip ifadesiyle neyin kastedildiği anlaşılamamaktadır. Proje önerisinin özgün değer kısmında verilen “Bu mobil uygulama modüler yapıda tasarlanacak olup farklı seviyeler ve zengin uygulamalar içerecektir.” ifadesindeki “farklı seviye” ile kastedilenin ne olduğu (dil seviyesi mi?) anlaşılamamaktadır.	3,00
Projenin konusunu sosyal bilgiler dersinde okul dışı öğrenme ortamlarına yönelik eğitim paketlerinin geliştirilmesi ve etkisinin incelenmesi oluşturmaktadır. Proje kapsamında okul dışı sosyal bilgiler öğrenme ortamlarına (coğrafi alan, doğa eğitimi, müze, özel sektör kurumları, resmi kurumlar, sivil toplum kuruluşları, sözlü tarih, tarihsel alan ve yerel tarih) yönelik geliştirilecek olan eğitim paketlerinin öğrencilerin akademik başarılarına ve tutumlarına yönelik etkisi tespit edilecek, geliştirilen eğitim paketleri ve yapılan etkinliklere yönelik katılımcıların görüşleri alınacak ve uygulama sürecinde katılımcıların davranışları incelenecektir. Proje önerisinde ele alınan konu önemli olmakla birlikte aşağıda belirtilen hususlar önerinin özgün değerini sınırlandırmaktadır:Proje önerisinin mevcut alan yazından nasıl farklılaştığı ve mevcut durumu daha ileriye nasıl taşıyacağı yeterince güçlü bir şekilde açıklanamamıştır. Alanyazın taraması bölümünde ilgili konularda onlarca uygulama çalışması listelenerek atıf yapılmıştır. Ancak atıf yapılan makalelerin içeriğinden neredeyse hiç söz edilmemiştir. Alanyazındaki boşluk bu projeye duyulan ihtiyaç açısından yeterince ortaya konulamamıştır.Hazırlanacak eğitim programında kazanımları destekleyeceği/uygulamaların yapılacağı yerler verilmiştir ve diğer bölgelerdeki eğitimcilerin kendi bulundukları bölgeye uyarlayabilecekleri ifade edilmiş olmasına rağmen bu yerlerin hangi özellikleri/kriterleri taşıması gerektiği belirtilmemiştir. Projede önerilen etkinliklerin yerel olması nedeniyle diğer bölgelere nasıl uyarlanacağı konusunda temel ilkelerin geliştirilmemiş olması önerinin özgün değerini sınırlandırmaktadır.Proje öneri formunda da belirtildiği üzere okul dışı öğrenme ortamlarının sosyal bilgiler dersinde kullanımı ile ilgili oldukça fazla çalışma ve uygulama mevcuttur. Çalışmanın yürütüleceği ildeki sosyal bilgiler dersi öğretmenlerinin uygulamaları hakkında bir bilgi/ön araştırma yapılmamıştır. Öğretmenlerin bu konulardaki beklenti ve ihtiyaçları ortaya konulmamış olması önerinin özgün değerini sınırlandırmaktadır.	2,80
"Proje önerisinin amacı, (i) okul yöneticilerinin liderlik becerilerini geliştirmeyi destekleyecek durumsal yaklaşım temelli bir mesleki gelişim çalışması tasarlanması; (ii) liderlik becerilerini kazanma süreçlerinin ve (iii) liderlik becerilerinin okullarının iyileştirme-geliştirme çalışmalarına yansımalarının derinlemesine incelenmesidir şeklinde belirtilmiştir. Türkiye'de okul müdürlerinin liderlik becerilerinin geliştirmesine yönelik uygulamaya dayalı deneysel araştırmaların bulunmaması ve proje kapsamında geliştirilecek modelin Milli Eğitim Bakanlığı ve Öğretmen Yetiştirme Eğitimi Genel Müdürlüğü tarafından okul müdürlerinin mesleki gelişimleri için kullanılabilecek potansiyele sahip olması özgün değere katkı yapmaktadır.Aşağıda belirtilen hususlar proje önerisinin özgün değerini zayıflatmaktadır:Proje önerisinde liderlik becerilerinin geliştirilmesi, mesleki gelişim ve okul geliştirme kavramlarının yeterince ilişkilendirilmediği düşünülmektedir.  Proje önerisinde  ""Etkili okullardaki liderlerin özellikleri açıklanırken Schlechty (2001), okulun esas görevinin bilgi işçiliği olduğunu ifade etmiştir. Bu düşüncesini de öğrenmenin aktif bir süreç olduğu gerçeğine dayandırmaktadır. Böylece okulun, fikirler, kavramlar, biçimler, şekiller ve semboller yardımıyla amaçlı bir şekilde çalışan kurumlar olması gerektiğini savunmuştur. Okullar sadece öğrenmenin gerçekleştiği yerler olarak görülse bile gerçekte salt öğrenmenin ötesinde çok daha karmaşık bir yapıya sahip kurumlar olduğu da bilinmektedir. Bu açıdan değerlendirildiğinde okullar bir kültür üretme ve aktarma aracı olmakla birlikte resmî ideolojinin üretildiği ve aktarıldığı yerlerdir (Ilich, 1998). Böylesine sosyal, kültürel, ekonomik ve politik yönleri bulunan karmaşık bir yapının etkililiği konusu araştırmacılar için çekici bir boyut kazanmıştır."" paragrafı gelmiş daha sonra gelen diğer paragrafta ""Etkili okulların gerçekleşmesinde en kritik öğelerden biri, okul yöneticilerinin gösterdikleri liderlik davranışlarıdır. Bu liderlik türünün literatürde, okul liderliği, öğretimsel liderlik, program liderliği ve eğitimsel liderlik gibi farklı şekillerde ve boyutlarda ele alındığı görülmektedir."" şeklinde devam edilmiştir. Bu şekilde proje metninde kavramlar arası geçişlerin birbirinden kopuk olarak düzenlenmesinin özgün değere ilişkin gerekçenin yeterliğini zayıflattığı düşünülmektedir.   Amaç cümlesinde belirtilen ""....liderlik becerilerinin okullarının iyileştirme-geliştirme çalışmalarına yansımalarının derinlemesine incelenmesidir"" ifadesi doğrultusunda öneride ""okul geliştirme"" konusunun neden ele alındığı gerekçelendirilmemiştir. Bu konunun neden önemli olduğu somut bir şekilde açıklanmamıştır.  Okul yöneticilerinin mesleki gelişim çalışması ile okul geliştirme bağı etkin şekilde kurulamamıştır. Proje öneri metninde bir önceki bilimsel değerlendirme raporunda verilen öneriler doğrultusunda sayfa 3'de TALIS-2018 araştırmasına atıf yapılmaktadır. TALIS raporuna dayandırılarak yapılan açıklamalar proje önerisi bilimsel değerlendirme raporunda belirtilen eleştirileri tam olarak karşılamamaktadır. TALIS raporundan elde edilen bulgular tek başına proje önerisinin yapılma gerekçesi için yeterli dayanak oluşturmamaktadır. Bu rapora yapılan atıfın devamında yapılan açıklamalarda araştırma bulgularına yönelik genel yargı ifadeleri kullanılmış fakat bu araştırmaların hangi araştırmalar olduğu hakkında kaynak gösterilmemiştir. Örneğin Sayfa 5-6'da  ""Okul liderinin, okulu oluşturan bütün insanların özellikle de öğretmen ve öğrencilerin yaşantıları üzerinde önemli bir etkisinin olduğu konusunda pek çok araştırmacı uzlaşma içindedir."" ifadesi kaynak gösterilerek desteklenmemiştir. Önerilen projenin araştırma soruları projenin özgün değerinde yer verilen konuları kapsamamaktadır. Örneğin özgün değerde mesleki gelişim modeli geliştirileceği belirtilmesine rağmen araştırma sorularında buna ilişkin bir soruya rastlanmamıştır."	3,80
"Proje önerisinin temel amacı, “Fırat Üniversitesi Teknoloji Fakültesi Makine Mühendisliği Bölümünden 10 öğrenciye iki yıl boyunca gerek ders döneminde gerekse iş yeri eğitimi sırasında bilişsel koçluk yaklaşımıyla destek olmak ve verilen desteğin sonuçlarını özelde Fırat Üniversitesi Teknoloji Fakültesi Makine Mühendisliği eğitimine genel olarak da tüm mühendislik eğitimine yeni bir yaklaşım olarak kazandırmaktır.""  olarak belirtilmektedir. Projede mühendis adaylarına bilişsel koçluk kazandırmaya dönük bir inceleme yapılıyor olması, mühendislik eğitimine ve mühendis yetiştirilmesine katkı sağlama potansiyeli taşımaktadır.  Ancak, aşağıda belirtilen hususlar projenin özgün değerini zayıflatmaktadır:Eylem araştırması olarak tasarlanan proje önerisinde yalnızca ulusal ve uluslararası literatür özetlenmiş olup ileri düzeyde bir analiz ve sentez yapılmamıştır.  Eylem araştırmalarında özellikle benzer konuda yapılan 2-3 araştırmanın detaylı olarak (araştırmanın konusu, katılımcılar, araştırma soruları, araştırmanın gerçekleştiği yer, materyaller, uygulama, eğitim programı, bulgular ve sonuçlar) yer verilmesi gerekmektedir. Araştırma konusuyla ilgili olarak eylem araştırması yoluyla yürütülen çalışmalar ve bu çalışmaların bulgularına yer verilmemesi çalışmanın kuramsal ve yöntemsel temellerini zayıflatmaktadır.Alanyazın eleştirel bir bakış açısı ile sentezlenmemiş ve alandaki boşluğu ortaya koyacak düzeyde tartışılmamıştır. Bunun yerine sayfa 6’da da görüleceği üzere ilgili araştırmalar ham liste şeklinde verilmiştir. Dolayısıyla önerilen araştırmanın problem durumu net olarak ifade edilmemiş, Türkiye'de mühendis yetiştirme konusunda yaşanan sorunlar ve ilgili araştırmalar öneriye dâhil edilmemiştir."	2,20
"Proje önerisinde; öğretmen adayları için mesleki kişilerarası iletişim becerileri ile ilgili durum belirleme, geribildirim verme ve öğretimleri sırasında kendilerini geliştirmek için destek alabilecekleri tamamlayıcı aktivitelere onları yönlendirme amacıyla kullanılabilecek bir yöntem ve model geliştirme çalışması olduğu belirtilmektedir.Proje önerisi, hekimler için çalışılan kişiler arası iletişim becerilerinin ölçülmesinde kullanılan kuramsal yapıya benzer bir yapı geliştirerek öğretmen adayları için de önemli olan kişiler arası iletişim becerisinin ölçülmesinde 2-boyutlu ve 3-boyutlu uygulamalar içeren bir ölçme modeli geliştirmeyi planlaması açısından özgün nitelik taşımaktadır. Alışıla gelen kâğıt kalem türünde ölçme araçlarına ek olarak medya ve sanal gerçeklik barındıran yaklaşımları da içine alması ve buna dayalı dönüt verebilmesi yönüyle de özgün değere katkı sağladığı değerlendirilmektedir. Çalışmada yatan bir diğer yenilikçi bakış açısı ise sürece biyometrik tepki ölçümlerini de dâhil etme girişimidir. Ayrıca öğretmenlerin kişilerarası iletişim beceri repertuarının neleri içermesi gerektiğinin belirlenmesi, göstergelerin tanımlanması, alternatif ölçme araçları ile gözlenerek veriye çevrilmesi, bu verilerin/ölçümlerin öğretmenlik meslek tanımlarında geçen yeterlilikler ışığında değerlendirilmesi konularına yapacağı katkılar açısından da özgünlük taşımaktadır. Ancak aşağıda belirtilen hususlar proje önerisinin özgün değerini zayıflatmaktadır:Biyometrik tepkilerin ölçümü ile ilgili cihazların proje önerisinin hedefleri ile ilişkisi öneri metninden anlaşılamamaktadır.Proje önerisinde özellikle sanal gerçeklik ortamının tasarımına yönelik nasıl bir yöntem ve süreç izleneceği açıklanmamıştır. Ayrıca bu ortamda öğretmen adaylarının tipik olarak ne tür etkileşimlerle karşılaşacağı belirtilmemiştir. Her bir paydaş ile etkileşim için olası senaryo sayısının iki ile sınırlandırılmasına yönelik ikna edici gerekçeler sunulmamıştır."	4,40
"Proje önerisinde, ""okul öncesi 60-72 ay yaş grubu öğrencilerin robot desteği ile İngilizce sözlü iletişim becerilerini geliştirmek için gerekli İngilizce etkinlik içerikleri ile veri toplama araçlarının hazırlanması ve standartlaştırılmış bir öğretim programının geliştirilmesi"" amaçlanmıştır. Proje önerisinin disiplinlerarası bir boyutta planlanması ve okul öncesi yaştaki çocuklara yabancı dil olarak İngilizceyi öğretmeyi hedeflemesi olumlu bulunmuştur. Ayrıca, öneri kapsamında geliştirilmesi planlanan ürünün yapay zekâ tabanlı tasarlanma hedefi özgün değere katkı sağlayacak niteliktedir. Proje önerisinde öğretim etkinliklerinin geliştirilmesi ve başarı testinde Avrupa Dil Portfolyosu'nun esas alınması, çalışmanın uluslararası alandaki standartlaşmayı yakalaması ve projenin tekrar edilebilirliğini hedeflemesi bakımından özgün değere katkı sağlayacağı düşünülmüştür. Aşağıda belirtilen hususlar önerinin özgün değerini zayıflatmaktadır:Proje önerisinin özgün yönleri vurgulanırken; ""ilerleyen zamanlarda yapılacak araştırmalarda da kullanılabilecek bireye özgü bir veri tabanı ile her öğrencinin kendi öğrenme hızında ilerleyebileceği bir yabancı dil öğretim modeli tasarlamaktır"" ifadesinde kişiselleştirmenin nasıl yapılacağı detaylı olarak verilmemiştir. Diğer taraftan, yine özgün değer vurgulanırken ""Bu araştırmada, tamamen özgün tasarım, algoritma ve içeriğe sahip bir robot imal edilecektir."" ifadesinde yer alan özgün algoritmanın niteliği ve detayları verilmemiştir. Öğrenci robot etkileşimine yönelik çalışmalarda, verilerden örüntülerin elde edilmesinde ve tasarımda kullanılmasında uzman sistemlerin mi yoksa makine öğrenmesine yönelik yaklaşımların mı kullanılacağı ayrıntılı olarak verilmemiştir. Eğitimde ölçme ve değerlendirme için ""bilgisayar tabanlı test uygulamasının yetenek kestirimi özelliğinden faydalanılacaktır."" ifadesi kullanılmış olmasına rağmen yetenek kestiriminde hangi ölçme modellerinin ve algoritmalarının kullanılacağına öneride yer verilmemiştir.Proje önerisinde robota ilişkin ""Yüz ve Duygu Tanıma Sistemi"" tasarımına yer verilmiştir. Duygu durumlarının öğretim tasarımında nasıl kullanılacağına ilişkin ayrıntı verilmemiştir. Öğrencilerin duygu değişimleri gözetilerek var olan öğrenme etkinliklerinin devam mı edeceği yoksa alternatif etkinlikler mi kullanılacağı öneri metninden anlaşılamamaktadır. Proje önerisinde belirtilen uyarlanabilir öğrenme sistemiyle bireye özgü tasarımın nasıl ilişkilendirildiği somut olarak ortaya konulmamıştır."	3,50
"Proje önerisinin amacı, ""lise felsefe öğrenimi ders müfredatını, öğrencilerdeki eleştirel düşünme ihtiyacını karşılamak amacıyla geliştirmek ve geliştirilmiş bu müfredatın etkisini incelemektir."" olarak belirtilmiştir.  Aşağıda belirtilen hususlar projenin özgün değerini zayıflatmaktadır:Alanyazında Lise Eğitiminde Eleştirel Düşünme Becerisinin Kazandırılması Amacıyla Felsefe Ders Müfredatının İyileştirilmesi alanındaki ilgili birikim sınırlı şekilde verilmiş ve yoğunluklu olarak iki araştırmanın sonucuna (Title, 2011 ve Cotrell, 2005)  atıf yapılmıştır. ""Konu"" program geliştirme bağlamında ele alınmadığı için alanyazın ""eleştirel düşünme"" kavramının açıklaması niteliğinde kalmıştır.Eleştirel düşünme temelli bir lise felsefe dersi müfredatı önermek ve bu müfredatın etkisini incelemek amacıyla yürütülecek bu proje önerisinde program geliştirme ve revizyon süreci, felsefe dersi öğretim programında görülen eksiklikler, bu programların değerlendirilmesine yönelik alan yazına yer verilmemesi bir eksiklik olarak değerlendirilmiştir. Eleştirel düşünme felsefe dersi için önemli bir beceri olmakla birlikte felsefe dersi öğretim programının sadece eleştirel düşünme becerisi temelinde ele alınması indirgemeci bir bakış açısı olarak değerlendirilmektedir. Proje önerisinde felsefe dersi öğretim programının yaratıcı düşünme, tarihsel düşünme, bütüncül düşünme, özenli düşünme, umutlu düşünme gibi farklı düşünme becerilerinin dikkate alınmaması bir eksiklik olarak değerlendirilmiştir.Projenin amacının öneri metninde farklı şekillerde ifade edilmesi bir karmaşıklığa sebep olmaktadır. Bu durum önerinin özgün değerini olumsuz yönde etkilemektedir. Ayrıca proje önerisinin gerekçe ve amacı ile araştırma soruları arasındaki ilişki incelendiğinde;  Projenin birinci ve ikinci hedefi nasıl farklılaştığı anlaşılamamıştır. Aynı zamanda 6. ve 7. araştırma sorularının amaç ve gerekçelerle çelişkili olduğu düşünülmektedir. Proje önerisinde birçok kavram birbiriyle ilişkilendirilmemiştir. Diğer bir ifadeyle araştırmanın kuramsal altyapısı bütünsel olarak ortaya konulmamıştır. Proje önerisinin başlığı ""Lise Eğitiminde Eleştirel Düşünme Becerisinin Kazandırılması Amacıyla Felsefe Ders Müfredatının İyileştirilmesi ve Geliştirilmesi""  incelendiğinde çalışmanın mevcut programın iyileştirilmesi veya yeni bir programın geliştirilmesi odağında yürütüleceği anlaşılmaktadır. Bu durumda mevcut programın incelenecek konu eleştirel düşünme becerilerini kazandırma yeterliği bağlamında analiz edilmesi gerekir. İdeal programın da bu bağlamda tanımlanması gerekir. Bunlar açıklanmadan proje önerisinin gerekçesini oluşturan problem durumunun anlaşılması güçleşmektedir.Proje öneri metni sayfa 10’da yer alan “eleştirel düşünme temelli felsefe eğitimine dair kuramın geliştirilmesi” ifadesi çalışmanın kapsamı düşünüldüğünde iddialı bir söylem olarak değerlendirilmiştir. "	1,60
"Proje önerisinde, argümantasyona yönelik yenilikçi ve etkileşimli bir yazılımın geliştirilmesi, uygulanması ve bu yazılımın fen bilimleri öğretmenleri ve ortaokul öğrencilerine yönelik çeşitli değişkenler açısından etkilerinin incelenmesi amaçlanmaktadır. Aşağıda belirtilen hususlar proje önerisinin özgünlüğü olarak değerlendirilmektedir: Geliştirilecek olan yazılımın öğretmen ve öğrencilerin, öğrenci merkezli olan argümantasyon sürecini dijital dönüşüm hedefiyle birlikte gerçekleştirmelerine imkân sağlayacak olması,Geliştirilmesi planlanan yazılımda üç farklı argümantasyon yaklaşımının (Analitik model, ATBÖ-ATS ve SBK) bir arada kullanılması ve sürecin test edilmesi, İlgili ulusal/uluslararası alanyazının ayrıntılı olarak analiz edilerek önerinin mevcut çalışmalar ve yazılımlardan farkının ve yenilikçi yönünün ortaya konulması,Bir önceki proje başvurusu sonucunda ifade edilen eksikliklere yönelik gerekli ikna edici açıklamaların yapılması.Aşağıda belirtilen hususların önerinin özgünlüğünü sınırlandıracağı düşünülmektedir:Öneride alanyazında bulunan argümantasyon yazılımlarının bir karşılaştırma tablosu verilmiş ve bu tabloda bahsi geçen yazılımların çoğunun etkileşim boyutlarının olmadığı belirtilmiştir. Bu karşılaştırmanın hangi etkileşim unsurları dikkate alınarak yapıldığı net değildir. Örneğin, Argumentative yazılımının öğrenci görüşlerini yazılı bir şekilde toplayıp organize ettiği; Belvedere, Digalo ve Argunaut yazılımlarının çoklu kullanıcı desteği verdiği ve böylece öğrencilerin işbirlikçi öğrenmelerini desteklediği belirtilmiş fakat bunlar etkileşimsiz yazılım sınıfında değerlendirilmiştir. Projenin hedef kitlesinin ortaokul öğrencileri ve öğretmenleri olduğu ve öğrenci merkezli bir argümantasyon sürecini destekleyeceği belirtilmiştir. Fakat öneride özellikle küçük yaştaki öğrencilerin dönemsel özelliklerini dikkate alan hangi materyal tasarım ilkelerinin kullanılacağı ve bunun yanı sıra öğrencilerin yazılımı kullanırken motivasyonlarını ve öğrenmeye olan isteklerini artırıcı ne gibi önlemlerin alınması gerektiğinden bahsedilmemiştir. "	5,80
Önerilen projenin temel amacı, ebeveynlerin dijital ebeveynlik yeterliklerini arttırmaya dönük bir mobil öneri sisteminin (MÖS) tasarlanması, geliştirilmesi ve uygulanması olarak belirtilmiştir. Ebeveynlere sunulacak güncel, kapsamlı ve çeşitlilik açısından zengin bir içeriğin geliştirilmesi ve bir mobil öneri sisteminin tasarlanması özgün değer taşımaktadır. Ancak dijital ebeveynlik yeterliklerini temel alan proje önerisinde ebeveynlik boyutlarının oldukça sınırlı kaldığı görülmektedir. Proje önerisi boyunca anababalık türleri, anababalık işlevleri, modelleri, kültürel yapıya ve Türkiye'deki anababalıkla nasıl entegre edileceği konusunda hiçbir bilgi bulunmamaktadır. Anababaların projede sunulan dijital platformla günlük aile etkileşimlerinde nasıl bağlantı kuracağı, evdeki işleyiş açısından nasıl yürütüleceği konusu belirsizdir. Bu ayağın eksik olması projenin özgün değerini düşürmektedir.Proje başlığında Dijital Ebeveyn Yeterliliklerinin artırılması vurgulanmakta ancak geliştirilen MÖS’ün bu artışa olan katkısının açıkça ortaya konulmamış olması özgün değeri olumsuz etkilemektedir. Yapılması planlanan müdahale bir mühendislik yazılım geliştirme seviyesinde kalmaktadır. Bu nedenle de ilgili müdahalenin DEY alanyazınına yapacağı özgün katkı oldukça sınırlı olarak değerlendirilmektedir.Projede ele alınan kuramsal altyapıya yalnızca giriş bölümünde söz edildiği görülmekte ancak araştırmanın genel tasarımına yansıtılamadığı değerlendirilmektedir. 	4,20
"Proje önerisi kent yoksulluğunu özellikle çocukların eğitime erişimi bağlamında ele alması ve halihazırda bir eğitim kurumuna kayıtlı öğrencilerin yoksulluk nedeniyle eğitimden uzaklaşmalarını engellemeye çalışacak bir müdahale paketi geliştirmeye çalışması bakımından özgün değer potansiyeli taşımaktadır. Çalışmanın öğrenciler ile sınırlı tutulmayıp öğretmen, idareci ve velileri de kapsaması özgün değerini artıran unsurlardandır.Projenin özgün değerine ilişkin tespit edilen sorunlar ise şöyledir: Proje önerisinde genel olarak eğitim ve yoksulluğun yeni türü olarak kentsel yoksulluk arasında anlamlı bir ilişki kurma konusunda zorluklar dikkat çekmektedir. Yapılan tanımlamalar, yararlanılan literatür ve aktarılan bilgiler proje başlığı ve hedefleri ile ilişkilendirilmede zayıflıklar içermektedir. Net biçimde ifade edilen hipotezler ya da açık biçimde tanımlanmış araştırma sorularının yokluğu göze çarpmaktadır. Eğitim ve yoksulluk ilişkisi dahil konuya ilişkin Türkiye’deki birikimi yansıtan önemli/temel kaynaklardan yararlanılmamış olması literatür değerlendirmesinin zayıflığını, buna bağlı olarak proje başlığıyla uyumlu sorunsallaştırma sorununu ortaya koymaktadır (Örneğin; Yoksulluk Halleri: Türkiye’de Kentsel Yoksulluğun Toplumsal Görünümleri, Ed. Necmi Erdoğan, İletişim Yayınları; Kapitalizm, Yoksulluk ve Türkiye’de Sosyal Politika, Ayşe Buğra, İletişim Yayınları; Türkiye’de Yoksulluk Çalışmaları, Der. Nurgün Oktik, Yakın Kitabevi. Ayrıca proje taslağında birkaç yerde değinilen “sermaye” konusunu ele alan ve bunun kuramcısı olarak tanınan Bourdieu’nun Jean-Claude Passeron ile birlikte yazdığı ve eğitim yoluyla yoksulluğun yeniden üretimini ortaya koyan önemli bir eser olarak Türkçe olarak da basılan Varisler: Öğrenciler ve Kültür, Heretik Yayıncılık).Projenin temel amaçlarından biri olarak ortaya koyulan “Muğla ilinde kent yoksulluğunun ayrıntılı bir profilinin çıkartılması” örneğinde olduğu gibi hem proje başlığıyla uyumlu olmayan, hem de başlı başına bir araştırma sürecine konu olacak farklı konuların araştırmaya dahil edilmesi kafa karışıklığını artırmaktadır. Bir diğer amaç olarak kent yoksulu öğrencilerin hangi alanlarda dezavantaj yaşadıklarının ortaya çıkarılması ve buna ilişkin müdahale programı uygulanmasına yer verilmektedir. Buradan hareketle önerilen projenin aynı zamanda bir eylem araştırması niteliğine sahip olduğu belirtilmektedir. Buna ilişkin olarak Muğla kent merkezi ve Ula ilçe merkezindeki okullarda görev yapan okul yöneticileri ve öğretmenler ile bu okullarda öğrenim gören öğrenciler ve bu öğrencilerin ebeveynlerinden veri toplanacağı belirtilmektedir. Bütün bunlar da araştırmanın aşamalarını, yöntem ve tekniklerini, hedef kitlesini, esas olarak üzerinde durulacak hususların tespitini, en önemlisi araştırmanın amaçlarını anlaşılır olmaktan uzaklaştırmaktadır. Araştırmanın önemi ve başarılı biçimde tamamlanması halinde litaratüre ne tür katkılar sağlayacağı ikna edici biçimde ortaya koyulamamıştır. Sonuç olarak belli bir sorunsal ve açık biçimde tanımlanmış hipotezlerin eksikliği projenin özgün değerini düşürmektedir. Dolayısıyla çalışmanın sonuçları ve katkısı da sınırlı olacaktır.   Araştırma probleminin yeterince iyi kurgulanamaması projenin özgünlüğünü yitirmesine sebep olmaktadır. Araştırma probleminin iyi bir şekilde ifade edilemeyişinin ana sebeplerinden biri araştırma evreninin seçilme sebebidir. Araştırma için neden Muğla ili seçilmiştir? TÜİK verilerine göre Muğla yoksulluk oranlarının en düşük olduğu illerden bir tanesidir. Bu durumun Muğla ilinin seçilmesi üzerine bir etkisi var mıdır? Muğla’yı araştırma için özel kılan durum nedir? Araştırma problemi bu sorulara cevap verememektedir. Bu durum da proje önerisinin özgünlüğünü sekteye uğratmaktadır. Araştırma problemine ek olarak araştırmanın çok boyutlu ve iddialı olması, projenin yapılabilirliğini azaltmaktadır. İlin yoksulluk profilinin çıkarılması (ki bu yöntemle mümkün değildir, yöntem başlığında detayları verilmiştir), çocuklar üzerinden yoksulluğun okunması, bu yoksulluğun eğitime olan yansımalarının analiz edilmesi hem de müdahale programı geliştirilerek uygulanması gerçekçi ve uygulanabilir değildir.  Çalışma evreninin Muğla ili merkez ve Ula ilçesindeki okullar olarak belirlenmesi nedeniyle hali hazırda eğitim hayatının dışında olan, okuldan ayrılmış veya hiç gidememiş çocukları kapsamadığı için proje amacına hizmet edecek önemli bir kitleyi dışlamıştır. Ülkemizde çocuk işçiliği sayılarındaki yükseklik, korunmasız gruplar arasında eğitime erişim güçlüğü gibi olgular göz önüne alındığında bu grubun araştırmaya dahil edilmesi için yöntemin revize edilmesi özgün değeri artıracaktır.Projenin en önemli çıktısı olacak müdahale paketine dair hiçbir detaylı açıklama yapılmamış olması ciddi soru işaretleri yaratmaktadır. Proje önerisi aşamasında muhtemel politika önerileri, farklı düzeylerde (okul, yerel yönetim vb.) yapılabilecekler, müdahale paketinin içeriği, öğretmenlerin saha uygulamalarına dair detaylar çalışılmış olmalıydı. Zira bunun olmaması saha uygulaması ve müdahale paketinin belki de bir proje çıktısı olamayacağı, çalışmanın sadece kent yoksulluğunu betimleme ile sınırlı kalacağı fikrini de uyandırmaktadır. Yazında hem saha uygulamalarına hem de müdahale araçlarına dair yerel ve uluslararası örnekler bulunmaktadır. Bunların eksikliğinin giderilmesi gerekmektedir."	2,60
