Yöntem Rapor	Yöntem
"Proje önerisinde çok sayıda yöntem ve istatistik analizlerden bahsedilmiş ancak bunların projenin amaçlarına nasıl hizmet edeceği bilimsel olarak ortaya konamamış, amaçlar ile yöntemler arasındaki bağ iyi kurulamamıştır. Kullanılacak yöntemlerde oldukça fazla kurgusal tutarsızlıklar dikkat çekmektedir. Amaç doğal kaynakların tahribatını önlemek ve çevreye dost tarımsal üretim yapmanın tarımsal işletmeler için fırsat maliyetini; faaliyet çeşidi, ürün çeşidi ve coğrafi bölge değişimi dikkate alınarak ne düzeyde olacağını ölçmek olarak belirtilmişken, daha sonra,  Türkiye tarım işletmeleri için çevreyi korumanın fırsat maliyetini risk dikkate alınarak belirlemek şeklinde değişmiştir. Risk analizinin bu çalışmaya katkısı bilimsel olarak açıklanmaya ihtiyaç duymaktadır. Kast edilenin hangi riskler olduğu açıklanmalıdır. Çünkü tarımsal üretimde oldukça fazla sayıda risk vardır (üretim riski, pazar riski, doğal riskler, sosyal riskler, çevresel riskler). Fırsat maliyetinin hesaplanmasında faaliyet çeşidi ve ürün çeşidi dikkate alınacak denildikten sonra, incelenecek işletmelerin ekonomik analizi yapılırken işletmeler bir bütün olarak kabul edilecektir denilmiştir. Bir işletmede birden fazla üretim dalı olabilmektedir. Aynı işletmede hem çok yıllık hem tek yıllık bitkisel üretimle birlikte süt sığırcılığı, besicilik, koyunculuk ve keçicilik vb. üretim faaliyetlerinin etkilendiği riskler farklıdır. Ayrıca önerilen projenin amaçları arasında belirtilen üretim dallarının ayrı ayrı teknik, ekonomik ve çevresel etkinliğinin belirlenebilmesinin, fırsat maliyetlerinin hesap edilebilmesinin zorluğu projenin yapılabilirliğini sınırlandırmaktadır. Bu açıdan projede kurgusal tutarsızlıklar dikkat çekmektedir.Yine çevresel etkinlik hesaplanırken bitkisel üretimde ürünlere göre kullanılan girdi miktarları (kimyasal gübre, zirai ilaç vb) ve bunların çevresel etkileri, azot ve fosfor yükleri ile ilaç kalıntı değerleri, hayvansal üretimde hayvanların tükettiği yem çeşitleri bunların azot fosfor değerleri ve yüklerinden bu verilerin toplanıp toplanmayacağı ve nasıl hesap edileceğine ilişkin açıklama yapılmamıştır. Bunlar açıklanmaya ihtiyaç duymaktadır.“Türkiye’nin 51 ilinde ÇATAK programının 3. kategorisinden destek alan 66.751 tarım işletmesi araştırmanın ana kitlesini meydana getirmiştir” denilmektedir; ancak 19 il örnekleme hesabına dahil edilmiştir. Bu illerin ve ilçelerin seçiminin neye göre yapıldığı açık değildir. Proje amaçlarında işletme ölçeğinden ve ürün çeşitliliğinden bahsedilmiş ama örneklem sürecinde ürünler ve işletme ölçeği dikkate alınmadan basit tesadüfi örnekleme yönetimi kullanılmıştır. Neden bu örnekleme yönteminin kullanıldığı konusunda da açıklama bulunmamaktadır. Çatak programı harici anket yapılacak işletme sayısının nasıl belirlendiği açıklanmamıştır. Bunların bilimsel olarak açıklanmaya ihtiyaç duymaktadır. Bu işletmelerin her biri aynı büyüklük grubunda değillerdir ve işletme yapıları ile ilgili çok fazla bilgi yoktur. Ana çerçevede örneğin illere göre dağılımı verilmiştir. İllerdeki araştırma alanındaki örneklerin dağılımının nasıl yapıldığının verilmesi gerekir. Örneğin, Konya ilinde Ereğli ilçesinden 6 işletme seçilirken Hadim ilçesinden 21 işletme seçilmiştir. Ereğli ilçesindeki işletmelerin işletme büyüklükleri Hadim ilçesine göre oldukça fazladır. Buradaki ayrım nasıl yapılmıştır. Söz konusu işletmelerin büyüklük farkları işletme analiz sonuçlarını olumsuz etkileyecektir. Bu nedenle örneklemenin işletme genişlik gruplarına göre tabakalandırılmasında yarar vardır. Projede, oluşturulacak işletme planları için teknik katsayıların bazı alanlarda çiftçilerden elde edilememesi risk olarak değerlendirilmekte, bu durumun olması halinde B planı olarak ilgili alanlarda daha önce yapılmış planlama çalışmalarından ve deneme sonuçlarından elde edilecek norm değerler kullanılacaktır denilmektedir ki bu B planı olarak kabul edilemez. Yine son 10 yıllık zaman serileri ile değişen masraf ve brüt gelir nasıl elde edileceğinin açıklanmasında yarar vardır. Diğer yandan yöntem bölümünde verilen ilk şemanın amacı ve ismi çalışmada yer almamıştır. Yedinci bölümde yer alan ""istatistik analizler"" yeterince proje amaçlarıyla uyumlandırılmadığı anlaşılmakta,  diğer yöntemlerin ""istatistiksel olmadığı"" gibi bir sonuç ortaya çıkmaktadır. 2 numaralı yöntem basit ve klasik usulde işletme analizi çalışmalarını içermekte olup, başlık ve amaçla bütünleşmemektedir, 3 numaralı yöntem subjektif olasılık dağılım parametreleri içermektedir, 4 numaralı yöntemde; analizler birbirleri içinde anlatılmış olup net ifadeler taşımamaktadır. 5 numaralı yöntemde; ""İncelenen işletmelerin üretim etkinliklerini ortaya koyacak etkinlik ölçümleri çevrenin dikkate alınmadığı durum ve çevresel sürdürülebilirliğin dikkate alındığı durum için hesaplanacağı"" varsayılmıştır. Bu yaklaşımın, Ortodoks iktisat ilkeleri ile mi yoksa ekolojik ekonomi ilkelerinden yola çıkılarak mı ortaya konulacağı açık değildir. 6 numaralı yöntem bölümünde ""incelenen işletmeler için çevrenin dikkate alınmadığı durum ve çevresel sürdürülebilirliğin dikkate alındığı durumun nasıl ortaya konacağı belirgin değildir."	2
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapora yansıtılmamıştır.	1
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapora yansıtılmamıştır.	2
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapora yansıtılmamıştır. 	2
"Önerilen proje daha önce de iki kere sunulmuş, panel raporu doğrultusunda gönüllü olmayan grup araştırma kapsamından çıkarılarak sadece gönüllü gruba odaklanılmıştır. Bu hedefi gerçekleştirmek için de anket sayısını yine panel raporunda önerildiği üzere, 500’den 1000’e çıkarılmıştır. Ancak bu gibi iyileştirmelere karşın kimi eksiklikler bulunmaktadır: Nitel araştırmada “Derinlemesine görüşmelerde katılımcıların söyledikleri satır satır okunacak ve bu okuma sırasında tekrar eden temalar, ilişkiler, kişiler arası farklar ve benzerlikler ortaya çıkartılacaktır.” denmektedir. Burada mülakatların hangi teknikle (İçerik analizi, söylem analizi veya başka bir teknik) analiz edileceği belirtilmemiştir.  Nicel yöntem kısmında yer alan anket soru kâğıdında “Kimlik Bilgileri” başlıklı 2. bölümde ""(a) Türkiye’de yaşayan Kürtler ve Türkler arasında gönüllülük yaptıkları STK türü açısından farklar var mıdır? (b) Türkiye’de yaşayan Aleviler ve Sünniler arasında gönüllülük yaptıkları STK türü açısından farklar var mıdır?"" şeklindeki bilgilerin elde edilmesi amaçlandığı belirtilmektedir. Ancak 1000 kişilik amaçlı bir örneklemde çalışmanın yürütüleceği iller de dikkate alındığında, bu verileri temsil edici bir biçimde toplamak güçtür. "	3
"Bu proje iki ayrı çalışma içermektedir. Araştırmadaki temel değişkenlere ilişkin ölçeklerin Türkçeye uyarlanması çalışması projenin ilk ayağıdır ve takip eden ana çalışmadaki hedeflere ulaşılabilmesinin ön koşuludur. Bu kapsamda halihazırda 10 maddelik kısa sürümü olan Connor-Davidson Kendini Toparlama Gücü Ölçeği'nin Türkçeye uyarlanması gerçekleştirilecek, buna karşılık kısa formları bulunmayan Beş Faktörlü İyilik Hali Ölçeği ve Gözden Geçirilmiş Hatıraların İşlevi Ölçeğinin ise kısa formlarının geliştirilerek geçerlik ve güvenirliği ileri yaş bireyler üzerinde incelenecektir. Bir ölçeğin özgün kısa formu mevcut değilse, uyarlama çalışması sırasında o ölçeğin bütünü ilgili analiz birimine uygulanmadan, kısa formunun nasıl belirleneceği anlaşılamamıştır. Yanı sıra, yöntem kısmında, bu ölçeklerin geçerlik güvenirlik çalışmalarının hangi istatistiki yöntemler kullanılarak yapılacağından bahsedilmemiştir. Bu amaçla başka herhangi bir ölçek kullanılıp kullanılmayacağı, ne tür bir geçerlik çalışmasının ne tür bir yöntemle gerçekleştirileceği açıklanmamıştır. Katılımcılara ulaşmak için, Ankara'da yer alan huzurevlerine gidileceği belirtilmektedir. Bu ilde yer alan huzurevlerinden hangilerine gidileceği hangi yöntemle belirleneceği net değildir. Ayrıca, sadece Ankara ilinden veri toplanmasının araştırmanın geçerliğine ilişkin oluşturduğu sıkıntı bir önceki öneride araştırmacıların dikkatine sunulmuştur. Verilerin sadece Ankara ilinden toplanacak olması araştırmanın bir sınırlılığı olarak kabul edilerek değil, genellenebilirliği arttırıcı çözümler sunularak giderilebilir. Benzer şekilde, projenin bir önceki başvurusu sonucu ileri yaş bireylere sadece huzurevleri aracılığı ile ulaşılması da bulguların genellenebilirliği açısından bir sakınca olarak görülmüştür. Araştırmacıların bu öneriye karşılık huzurevlerinde kalan ileri yaş bireylerin giderek artmakta olduğuna dair istatistiksel verileri sunduğu görülmektedir. Sadece huzurevlerinden veri toplanması sadece Ankara'da olan huzurevlerinden veri toplanması ile birleştiğinde, huzurevlerinde kalmakta olan bireylerin sayısındaki artışı bilmek, bulguların genellenebilirliğine dair bir katkı sunmamaktadır. Öneride yaşlı bireyin yaşadığı huzurevinin özelliklerinin dikkate alınmadığı düşünülmüştür. Örneğin özel huzurevi ya da hepsi devlete ait huzurevleri olsa da koşullarındaki farklılıklar elde edilen verilerin (ör: depresyon, kaygı için) değerlendirilmesinde karıştırıcı bir faktör olacaktır.Öneride olası riskler yeterince netleştirilememiş ve bu nedenle sunulan alternatif yöntemlerin de projenin başarı ile tamamlanmasında engelleyici olacağı değerlendirilmiştir.Ayrıca araştırmanın bir diğer aşamasında uygulanacağı söylenen yarı yapılandırılmış görüşmeleri yapacak olan bursiyerlerin ileri yaşlı kişilerle görüşme yapma, ""temel görüşme becerileri"" gibi becerilere sahip olup olmadıkları, değillerse nasıl bir eğitim alacakları, bu görüşmeler için danışmanlık alıp almayacakları belirtilmemiştir. İleri yaş örneklem travmatik yaşamları da içeren anıları açısından özel bir örneklemdir. Bu nedenle çalışmada görüşme yöntemi için eğitimli ve hazırlıklı olunması önemli görülmektedir. "	2
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapora yansıtılmamıştır. 	2
Önceki panel raporuna istinaden yeni öneride iyileştirmeler bulunmakla birlikte önerilen yöntemde aşağıda belirtilen eksiklikler göze çarpmaktadır: Nicel yöntemlerin hangi değişkenler arasındaki ilişkiyi test edeceği net değildir. Yöntem olarak bağımlı ve bağımsız değişkenler üzerinden açıklama geliştirileceği belirtilmektedir. Bunun yanı sıra ekonometrik ve zaman serisi modellerinin kullanılmasına dair planlama yapılmıştır. Bu modellerde kullanılacak verilerin nasıl temin edileceği açık değildir. Benzer modellerle yapılmış diğer çalışmalara dair örneklerin verilmemiş olması modellerin işlevselliğine dair soru işaretleri oluşturmaktadır. Araştırma sorusu net olarak ifade edilmekle birlikte bağımlı değişkene sebep olabilecek alternatif bağımsız değişkenlerin, faktörlerin neler olabileceğine dair bir tartışma yapılmamıştır. 	2
"Proje önerisinde örnek olay analizinin kullanılacağı belirtilmiştir. Hem nicel hem de nitel araştırmaya başvurularak sıralı karma yöntemin izlenmesi planlanmaktadır. Araştırmanın nitel sorularını cevaplamak için odak grup görüşmesi ve derinlemesine mülakat veri toplama tekniklerine başvurulacaktır. Aynı zamanda bu veri toplama teknikleri kamuoyu anketinin sorularını çıkarmak için kullanılacaktır. Ancak yönteme ilişkin eksiklikler söz konusudur: Öncelikle, derlenen verilerin araştırmanın ana sorusu olan yeni tipoloji önerisi ve takip eden hipotezlerle ilişkisi belirsizdir. Öne sürülen hipotezlerin derlenen veriyle nasıl test edileceği bilinmemektedir. Ayrıca hipotezlerin yanlışlanıp/yanlışlanmamasının bahsi geçen yeni tipolojinin geçerliliğini kanıtlamaya nasıl katkı yapacağı bilinmemektedir. Bu açıdan araştırmanın ampirik kısmının kuramsal tartışmayla ilişkisi ve araştırma sorunsalına katkısı net değildir. 7250 kişinin katılacağı 50 ilde yürütülecek bir anket çalışması önerilmektedir. Bu aşamada, anket çalışmasının içeriği ve elde edilecek bilgilerin araştırmaya katkısı açıkça belirtilmemiştir. Bireylerin dini nikâh/imam nikâhı konusundaki algılarının ya da tutumlarının araştırmanın özgün katkısı olarak görülen yeni tipoloji önerisiyle ilişkisi bilinmemektedir. Önerilen hipotezlerin anket yoluyla derlenen verilerle test edilemeyeceği de açık olduğundan, anket çalışmasının araştırmaya katkısının tam olarak nasıl sağlanacağı gerekçelendirilmemiştir. Örneklem büyüklüğü, örneklem tasarımı ve diğer konularda yeterli açıklama yoktur. Örneğin örneklem büyüklüğünün 7250 olarak seçilmesi veya araştırmanın 50 ilde yapılacak olması hususlarında gerekçelendirme sunulmamaktadır. Örneklem oluşturulmasında kullanılan ""çok aşamalı, tabakalı, tesadüfi yöntem (multistage, stratified cluster-sampling) kullanılacaktır. Yaş kotası yanında cinsiyet kotası da uygulanacaktır. Yaklaşık 78 milyonluk bir nüfustan tesadüfi yöntemle seçilmiş 7250 kişilik bir örneklem, Türkiye genelindeki 18 yaş ve üstü yetişkin nüfusu, % 95 güven düzeyinde, ± % 1.15 hata payı (margin of error, confidence interval) ile temsil edebilecektir, ki bu da oldukça düşük bir hata payıdır"" cümlesi bazı teknik sorulara işaret etmektedir. Kotalı örneklemler, olasılıksal olmayan örneklem yöntemlerindendir ve bu yöntemle derlenen bilgilerin temsiliyeti olmadığı gibi hata payı hesabı da mümkün değildir. Odak grupların mezhepsel ve etnik bazda oluşturulmasına dair yeterli açıklama ve gerekçelendirme yapılmamıştır. "	2
Çalışmada TNSA verilerinin zamansal analizinin yapılması planlanmaktadır. Zamansal analiz öncesinde veri tabanlarının birleştirilmesi ve uyumlaştırılması konusunda hazırlık yapılmıştır. Birleştirilen veri tabanları analiz edilirken hangi istatistiksel yöntemlerin kullanılacağı belirlenmiştir. Ancak regresyon analizleri önerilmesine karşın, toplumsal, ekonomik, siyasi ve hukuki arka plan göz ardı edildiği için betimsel olmanın ötesinde çalışmanın açıklayıcı kapasitesi sınırlıdır. Boylamsal analizlerin içeriği ve olası çıktıları açıkça belirtilmemiştir.  	4
"Araştırma yöntemi olarak karma yöntem tercih edilmektedir. Odak grup, derinlemesine görüşme ve anket çalışmasını içeren bir araştırma planlanmıştır. Yönteme dair tespit edilen kimi eksiklikler şöyledir: Araştırmada kullanılacak değişkenler belirtilmemiş ve operasyonel tanımları yapılmamıştır. Bu yoruma paralel olarak yöntem kısmında toplumsal cinsiyet algısının ve aile içi şiddetin nasıl ölçüleceği açıklanmamıştır. Öneride toplumsal cinsiyet algısına ilişkin daha önce geliştirilmiş ölçeklerden yararlanılacağı ve proje ekibi toplantısı sonrasında nihai halini alacağı belirtilmektedir. Ancak bu çalışmanın temelini oluşturan algı ölçeğine dair yeterince bilgi verilmemiştir. Aile içi şiddetin çok boyutlu olduğu ve bu şekilde ele alınacağı belirtilmiş olmasına karşılık tam olarak nasıl bir yaklaşımla bunun ölçüleceği belirtilmemiştir.  Çalışmada toplumsal değişme ve toplumsal cinsiyet kuramlarının takip edileceği ifade edilmiş ancak hangi yaklaşımın izleneceği açık olarak belirtilmemiştir. Çalışmanın hem betimleyici hem de normatif olması hedeflenmiştir. Ancak bu beklentinin çalışmanın hedef ve kapsamını zorlayan geniş bir bakış açısını zorunlu kıldığı değerlendirilmektedir. Nicel veri toplama için kullanılacağı belirtilen algı ve tutum ölçekleri ile aile içi şiddet ölçeği sunulmamış, muhtar görüşme formlarının içeriğine yer verilmemiştir. Nitel veri toplama konusunda da mülakatların yapılandırılmış, yarı yapılandırılmış ya da serbest mülakat olup olmadığı belirtilmemiştir. Anket yapılacak illerin seçimine dair yeterince açıklayıcı bilgi verilmemiştir. Her ne kadar proje ekibi Çukurova başlıklı bir tanım yapmış olsa da, Osmaniye ve Hatay'ın örnekleme dahil edilmesinin nedeni belirtilmemiştir. TÜİK tarafından geliştirilen İBBS sistemine göre Adana ve Mersin illeri TR62, Osmaniye, Hatay ve Kahramanmaraş illeri TR63 alt bölgesinde yer almaktadır. Önerilen kapsam TR62 ve TR63'ün bir kısmını içermektedir. Ancak bu bölgenin neden tamamının içerilmediği açıklanmamıştır. Bu nedenle örneklem yapısının araştırma sorusuyla ne kadar uyumlu olduğu tartışmalıdır.Örnekleme dair belirsizlik vardır. Hangi yerleşim biriminin hangi yöntemle (rassal, katmanlandırılmış vb.) seçileceği açıklanmamıştır. Niceliksel çalışmanın örneklem büyüklüğü kır/kent karşılaşması için yeterli olmayabilir. Örneklem büyüklüğünün kırda 77 hanede sınırlı kalması, yapılabilecek kır/kent karşılaştırmalarını zorlaştıracaktır. Keza, sayılan illerde Osmaniye haricindekiler büyükşehir statüsünde olduğundan kır/kent ayrımı kalkmış, bütün birimler mahalle olarak tanımlanmıştır. Araştırma ekibinin kır birimlerini nasıl belirlediği de açık değildir.Veri toplama amacı ile başvurulan nitel ve nicel araştırma yöntemlerinin yanısıra uygulama sürecinde farkındalık yaratma çalışmaları yürütülmesi de planlanmaktadır; ancak bu durum saha bulguları açısından taşıdığı riskler dikkate alındığında araştırmanın yöntemine zarar verebilir.  7-14 yaş aralığındaki kitleye anket uygulanacak olması üzerinde titizlikle durulması gereken bir konudur. Çocuklarla yapılan saha çalışmalarında özel önlemler alınması gerekebilir. Araştırma önerisinde özel önlemlere dair bir açıklama sunulmamaktadır. Anket çalışması yapılacak olan hanelerde yaş grupları ve cinsiyet temelli çeşitliliği sağlayacak şekilde 4 farklı görüşmeci bulunması her zaman mümkün olmayacaktır. Bu durumlarda örneklemin neye göre ve nasıl oluşturulacağı veya tamamlanacağı belirtilmemiştir. "	2
Proje, üç adım/yöntemden oluşmaktadır. İlkinde, tarihi ve felsefi arka plan vermek için popülizm literatürü betimlenerek araştırma konusuna giriş yapılacaktır. İkincisinde anket, üçüncüsünde ise içerik analizi yapılacaktır. TÜİK verilerinden yola çıkarak 2000/4000 kişi ile görüşülmesi planlanmaktadır. Önerilen araştırma projesinde yöntemde tespit edilen sorunlar şöyledir: Başlangıçta dile getirilen literatür incelemesi bir yöntem değil teorik çerçeveyi belirlemek için bir veri toplama tekniği olarak değerlendirilebilir. Nicel yöntem detaylı bir biçimde tartışılmamış ve anket verilerinin analizinde kullanılacak teknikler yeterince açıklanmamıştır. Örneklem seçiminde bazı hususlara dikkat edilmesi gerekebilir. Örneğin 4000 kişi arasından seçilen 2000 kişinin örneklem Türkiye temsiliyetini kaybedecektir.  Buna dair de herhangi bir risk öngörülmemiştir. İkame yönteminin tercih edilmeyeceği ifade edilmiş ancak sunulan açıklama tatmin edici bulunmamıştır.  Özellikle anket verileri ile içerik analizinden elde edilecek veriler (sözlük) arasındaki ilişki yeterince açıklanmamıştır. Proje gerekçesinde ifade edilen popülizmin aşağıdan yukarıya doğru analizi sunulurken, ilerleyen sayfalarda Meclis Grup konuşmalarının da inceleneceği belirtilmektedir. Ancak bunun projeye nasıl bir katkısı olacağı özellikle popülist değer ve tutumlar ile popülist siyaset arasındaki ilişki açıklanmadığı için tam olarak anlaşılamamıştır. İçerik analizinin mecliste temsil edilen grup konuşmaları üzerinden yapılacak olması popülizmi anlamak konusunda sınırlı kalmaktadır. Popülist siyasetin göstergelerinin meclis dışındaki partileri de kapsaması öneride referans verilen seçim bağlamını anlamak açısından ipucu verebilir. 	3
"Yöntem konusunda bir önceki panelin eleştirilerine yönelik değişiklikler yapılmıştır. Bununla birlikte bazı yöntemsel konulara dikkat çekmek gerekebilir: Spiritüel arayış içinde olanların devam ettikleri mekânlara ve düzenledikleri faaliyetlere katılım/ziyaret, ""katılımcı gözlem"" uygulaması yapılması planlanmış, ancak bahsedilen tekniğin ziyaretten öteye geçmediği izlenimi oluşmuştur. Grup içine nasıl girileceği, kabulün nasıl sağlanacağı, ne kadar süre kalınacağı, verilerin nasıl toplanacağı vs. gibi bir katılımcı gözlemin uygulamasının temel şartlarının nasıl karşılanacağı hususu eksik bırakılmıştır.Bağlantılı olunan kişilerin sosyal medya ağları üzerinden ulaşılması beklenen 500 kişiyle anket gerçekleştirilmesi hedeflenmektedir. Ancak sosyal medya gibi anonim bir ortamda anonim kişilerle gerçekleştirilecek anket uygulamasında hem geri dönüşü hem de verilen bilgilerin doğruluğunu arttırmak için ne gibi önlemler alınacağından yeterince bahsedilmemektedir (Hedeflenenden fazla kişiye gönderilmesi, görece kısa zamanda doldurulabilecek bir anket formu olması vs.).Görüşülmesi planlanan kişilere dair olarak “en az üç yıldır” spiritüel arayışı içinde olma kriteri aranmaktadır; ancak bunun nasıl tespit edileceği ve bu kriterin nasıl oluşturulduğu belirtilmemektedir.  Ziyaret ve katılımcı gözlemde yer alan ""spiritüel arayış ile ilgili kitapevleri ve merkezlere"" dair bilgi verilmemiştir. "	3
Projenin özgün değerinin yetersiz bulunması nedeniyle, bu kriterle ilgili değerlendirme rapor yansıtılmamıştır. 	1
Çalışmanın odağındaki Türkiye modeli kavramıyla ne ifade edildiğinin tanımlanmamış olması nedeniyle karşılaştırmaların nasıl yapılacağı ve Türkiye modelinin hangi unsurlarının inceleneceği netlik kazanmamaktadır. Türkiye modeli kavramının tanımında kullanılacak olan ve diğer modellerle karşılaştırmayı mümkün kılacak bileşenler belirgin olmadığı için çalışmada neyin ölçüleceği de açık değildir. Saha araştırması kısmının iki unsuru olan arşiv taraması ve mülakatların nasıl yapılacağı ayrıntılı bir biçimde verilmemiştir. Arşiv araştırması yapılacağı belirtilen kurumların arşivlerine erişiminin nasıl sağlanacağı net değildir. Risk yönetiminde bu hususa değinilmemiş, bir B planı öngörülmemiştir. Arşiv çalışmalarının yapılacağı kurum ve kuruluşlardan izin alınması gerekmektedir. Ayrıca, mülakatların kaç kişiyle yapılacağı, hangi tür mülakat tekniğinin (yapılandırılmış veya yarı yapılandırılmış) kullanılacağı, hangi örneklem üzerinden bu kişilerin belirleneceği de net değildir.  	2
"Önerilen projede yöntem olarak; literatür taramasıyla birlikte nicel ve nitel tekniklerin birlikte kullanılacağı anlaşılmaktadır. Ayrıca proje, konunun ekoloji, sağlık, hukuk, kültür, ekonomi, politika ve mevcut yerel yönetim pratikleri olmak üzere bütün boyutlarını incelemeyi amaçlamaktadır. Bu durum, çok kapsamlı, disiplinler ve kurumlar arası işbirliği ve eşgüdüm gerektiren ayrıca yürütülmesi ve yönetilmesi oldukça güç bir süreci de beraberinde getirecektir.Bireylere uygulanacak anketin gerekçeleri, anlam ve önemi yeterli açıklanmamıştır. Bu anket uygulandığında kent sakinlerinden neler öğrenilecektir, esas olarak sokak hayvanları yerel yönetimlerin görev tanımı içinde olduğundan kent sakinlerinin düşüncelerini almak ne gibi bir katkı sağlayacağı anlaşılamamıştır.Nicel çalışma için yapılacak anketler ve bu anketlerin uygulanacağı örneklem yeterli derecede açıklanmamıştır. Sadece 18+ yaş grubu ile görüşme yapılacağı belirtilmiştir. Kır-kent temsili, üst yaş sınırı nedir, cinsiyet dağılımı nasıl olacaktır, sosyo-ekonomik düzey dağılımı illerde nasıl planlanacaktır, eğitim düzeyinde (okur yazar olmayan üniversite) bir alt sınır belirlenmeyecek midir, çalışma durumu bir belirleyici olacak mıdır sorularına net cevap bulunamamıştır.Proje önerisinde, kentte yaşayan insanların bilgi, algı ve tutumlarına ilişkin yapılacak bir alan çalışmasına başvurulacağı belirtilmektedir. Ancak, hazırlanacak ölçme araçlarının kapsamı algı, tutum ve davranışları nasıl ortaya koyacağı tartışılmamıştır."	2
"Önerilen araştırma projesinin yönteminin nitel ve nicel tekniklerin birlikte kullanılarak kurgulandığı anlaşılmaktadır. Nicel teknik olarak anket kullanılacağı, nitel teknik kapsamında ise görüşme, odak grup görüşmesi ve gözlem tekniklerinin kullanılacağı belirtilmektedir.Yaşlı yalnızlığı ve sosyal dışlanma ile ilgili sosyolojik tartışmalar yetersizdir. Bu da araştırmanın amacına odaklanılmakta güçlük çekildiğini göstermektedir. Aynı dağınıklık ve odaklanamama hem örneklem seçimine hem de soru formlarının içeriğine yansımıştır. Örneklemin belirlenmesinde ve temsiliyet gücünde belli eksiklikler tespit edilmiştir. Öneride basit tesadüfi örnekleme olduğu söylenmiştir. Ancak önerideki anket uygulaması amaçlı örneklem seçimini işaret etmektedir. Bir diğer husus; araştırmanın hedefleri arasında yer alan ilgili kurum ve kuruluşların bilgi ve deneyimlerinden faydalanma, politika geliştirmelerine yardımcı olma, kurumlar arası işbirliğini geliştirmeye katkı sağlama ve yaşlı yalnızlığı ve yarattığı sorunların çözümü konusunda gerekli olan uzman personel ihtiyacını ve personelin niteliğinin belirlenmesi ve görev tanımlarının yapılmasına katkı sağlama gibi hususlara ilişkin kullanılacak yöntem ve tekniklere ilişkin hiçbir bir açıklama yapılmamıştır.Soru formlarında yalnızlık ve sosyal dışlanmaya odaklanmaktan çok, dağınık bir şekilde yaşlının genel olarak yaşamının farklı alanları ile ilgili soruların dağınık bir şekilde sorulduğu görülmektedir. Öneride sunulan taslak anketlerde araştırmanın gerçek amacına uygun soruların yeterli olmadığı görülmüştür. Huzurevindeki yaşlıların neden örnekleme alındığı belirtilmemiştir. Huzurevi sakini yaşlı, ailesi ile kalan yaşlıya göre daha kırılgandır. Huzurevi sakini yaşlıya sorulacak yalnızlık olgusuna ilişkin sorularda (Huzurevinde yaşıyor olmanız nedeni ile yalnızlık hisseder misiniz? vb.) anlamlı cevapların alınması zor görülmektedir. Risk yönetimi tablosunda yer alan “görüşülecek ya da anket yapılacak yaşlı bireylerde alzheimer ve demans gibi nörolojik rahatsızlıkların” olabilmesi riski karşısında sahaya çıkmadan önce araştırmacıların hastalıklar ile ilgili ön bilgilendirmelerini yapmak riski ortadan kaldıracağı ifade edilmiştir. Oysa bu durum bir B planı olmaktan uzaktır. "	2
"Proje önerisinde, projede süresince kullanılacak nitel yöntemin araştırma teknikleri listelenmiştir. Bununla birlikte çalışmanın yönteminde araştırmanın kapsamının net olarak tanımlanmayışından kaynaklanan ciddi eksiklikler/zayıflıklar söz konusudur: Araştırmanın evreni ve örneklemi belirsizdir; zira aktörler, ülkeler, zaman, dönem ve analize tabii tutulacak metinler açısından gerekli ölçütler belirtilmemiştir. Örneğin bölge içi ve dışı aktör olarak hangi ülkelerin kabul edildiği ve önerilen betimleme analizlerinin hangi ülkeler üzerinden yapılacağı net değildir. Proje önerisinde belirtilen metin ve raporların hangi dönem ve hangilerinin olacağı net olarak açıklanmadığı için araştırmanın sınırları açısından bir muğlaklık söz konusudur. Araştırmanın hedeflerine ulaşmak adına önerilen yöntem ve tekniklerin nasıl kullanılacağı net bir şekilde açıklanmamıştır. Özellikle sosyal ağ analizinin nasıl yapılacağı ile söylem analizi ve medya analizinin nasıl yapılacağı, hangi medya kaynaklarının seçilip inceleneceği, söylem analizini yaparken dil sorunu (üç farklı dildeki kaynaklar kullanılarak söylem analizi yapılacak olması) ile nasıl baş edilebileceği açıkça tartışılmamıştır. Söylem analizi, belge, medya ve sosyal ağ analizi gibi teknikler açıklanırken ilgili literatüre atıf yapılmamıştır. Her bir tekniğin neden ayrı ayrı uygulanacağı yeterince gerekçelendirilmemiştir.  Yöntemlerin avantajları ve kısıtlılıkları üzerinde durulmamıştır. Çalışmada önerilen yöntemlerle ilerleme kaydedilememesi (örneğin incelenecek tüm kaynakların erişime açık olmaması) durumunda uygulanacak alternatif yöntem ortaya konmamıştır. Proje önerisinde öngörülen çalışmaların tam anlamıyla yerine getirilebilmesi için sadece İngilizce ve Rusça kaynaklara gidilmesi yetersizdir. "	2
