Özgün Deðer Rapor;Özgün Deðer
Proje önerisi esnek çalýþma ve aile hayatýný uyumlaþtýrma politikalarýnýn Türkiye üzerinde incelenmesi yönüyle özgündür. Türkiye'den elde edilecek veriler, sosyal politikalarýn geliþtirilmesi açýsýndan yarar saðlayacaðý gibi ulusal ve uluslararasý literatüre de katký saðlayacaktýr.;4,00
"Proje önerisi, sadece sosyolojide deðil bütün sosyal bilim araþtýrmalarýnda ve pazar araþtýrmalarý yapan sektörün gerçekleþtirdiði çoðu araþtýrmalarda kullanýlan sosyo-ekonomik seviye (SES) endeksi geliþtirmeyi hedeflemektedir. Ülkelerin sosyolojik yapýlarýnýn farklýlýðý sebebi ile uluslararasý tek tip bir ölçeði kullanmak mümkün olmamaktadýr. Türkiye'de bugüne kadar kiþi ya da kurumsal olarak uyarlanmýþ endeksler kullanýlmaktadýr. Ancak, bu endekslerin hiç birisinde mesleki itibar endeksi oluþturulmadýðýndan, çeþitli açýlardan eleþtiriler yapýlmaktadýr. Bu proje ile önerilen SES endeksinin oluþturulmasýnda, mesleki itibar endeksinin de yapýlýyor olmasý projenin özgün deðerini oluþturmaktadýr. Çalýþmanýn alanýnda ilk olmasý, projeye ayrýca bir özgün deðer yüklemektedir.Önerilen proje ile Türkiye'de ilk defa bilimsel bir SES Endeksi geliþtirilmiþ olacak ve ulusal bir model ortaya çýkacaktýr. Böylece sosyoloji, siyaset bilimi, iktisat, iþletme, reklamcýlýk ve halk saðlýðý gibi akademik disiplinlerde çalýþan akademisyenler; reklamcýlýk, pazarlama, ürün geliþtirme, araþtýrma-geliþtirme, eðitim gibi sektörler; kalkýnma, saðlýk, eðitim gibi alanlarda yerel, ulusal ve uluslararasý düzeyde politika yapýcýlar ve uygulayýcýlar araþtýrma projesi kapsamýnda geliþtirilecek olan SES Endeksi'nin doðrudan kullanýcýlarý olacaklardýr.";4,75
"Bu proje ile Mersin ilinde, bireylerin siyasal algý, tutum, beklenti ve davranýþlarýndaki farklýlaþma, kýrsal ve kentsel alanlar temelinde karþýlaþtýrmalý olarak incelenecek, böylece, kýrsal ve kentsel mekânlarda yaþayan bireylerin siyasi katýlým ve siyasi davranýþlarýndaki farklýlaþma ve bu farklýlaþmanýn altýnda yatan sosyolojik dinamikler ortaya konmaya çalýþýlacaktýr.Önerilen proje konu bakýmýndan kýr ve kent yerleþimlerindeki siyasal davranýþ farklýlaþmalarý konusunda Türkiye'deki mevcut bilgi birikimine belli bir katký yapma potansiyelini haizdir. Ancak bu katkýnýn nasýl ve ne ölçüde olacaðý proje önerisinde yeterince açýklanmamýþtýr. Baþvuru formundaki ilgili bölüm çoðunlukla ilgisiz enformasyonla doldurulmuþ, projenin olasý gerçek katkýlarýndan pek fazla söz edilmemiþtir. Ayrýca araþtýrmanýn ""sistematik"" olmasý -ki zaten bu beklenen bir þeydir- fazladan bir katký (""ayrý bir özgün deðer"") olarak sunulmuþtur. Yine Türkiye'de yakýn zamanda yerel yönetimler kanununun deðiþmiþ olmasý zikredilmiþ, fakat projenin özgün deðerini nasýl artýracaðý belirtilmemiþtir. Bunlara ilaveten, proje önerisinde yer alan literatür özeti, konuyu bu literatürde mevcut bir boþluða yerleþtirmekten ziyade kýsmen basit ders kitabý bilgileri, kýsmen de bir kaç kaynaktan (özellikle Golder 2005) yapýlmýþ özet þeklindedir. Bu bölümde ayrýca yer yer tekrarlar ve gereksiz bilgiler bulunmaktadýr. Ayrýca araþtýrmanýn teorik çerçevesini yapýsal-iþlevselci yaklaþýmýn teþkil edeceði söylenmekte, ancak bu gerekçelendirilmemekte ve konuyla baðlantýlarý sarih bir þekilde açýklanmamaktadýr. Öte yandan böyle yeni bir araþtýrmanýn ayný zamanda özgünlük içermesi için Mersin'i projede bahsedilen þekilde çalýþmanýn, bugüne kadarki siyaset sosyolojisi ve Türkiye siyasal hayatýna dönük tartýþmalar içerisinde nereye oturduðunun, bu tartýþmalara nasýl yeni bir katký sunacaðýnýn ve ne gibi yeni sorularýn önünü açacaðýnýn belirtilmesi gerekir. Özgünlükle ilgili bir diðer nokta araþtýrmacýnýn sýraladýðý hipotezleri sýnamanýn genel siyaset sosyolojisi açýsýndan nasýl bir öneme sahip olduðunun belirtilmemiþ olmasýdýr. Araþtýrmacýnýn literatür taramasý bu hipotezlerin daha önce ele alýndýðý kaynaklara ve çalýþmalara göndermede bulunmaktan çok, son derece genel geçer demokrasi/siyasal katýlým tartýþmalarýna göndermede bulunmakla yetinmektedir. ";2,40
Projenin literatür özeti oldukça detaylý olmakla birlikte konusu ve araþtýrma projesi tasarýmý itibarý ile özgün deðeri yeterince öne çýkarýlmasý konusunda sorunlar vardýr. Bu sorunlar þu þekilde belirtilebilir: Özgün deðer olarak araþtýrmanýn hipotezleri sunulmuþtur. Özgün konu üzerine odaklanýlmamýþtýr. Projeyi önceki çalýþmalardan ayýran hususlar yeterince belirginleþtirilmemiþtir. Literatür taramasýnýn problematiði kapsayýcý bir geniþlikte olduðu izlenimi elde edilememiþtir. Ayrýca projenin Ýngilizce ve Türkçe özetleri örtüþmemektedir. ;2,60
"Proje önerisi, bireylerin siyasi kimliðinin oluþmasý ile tüketim ürünleri arasýndaki iliþkiyi aramaya yöneliktir. Konu baþlýðý ilgi çekicidir. Ancak proje önerisinin konusu ve mevcut literatürdeki eksiklikler yeterince ortaya konularak yapýlacak projenin kapsamýnýn tam olarak ne olduðu ve ne tür bir boþluðu doldurmak üzere tasarlandýðý yeterince açýk bir þekilde ifade edilmemiþtir. Önerilen projenin, bu eksikliklerin giderilmesi ve sorunlarýn çözümüne yönelik özgün ve yaratýcý bir katkýsý görünmemektedir. Yapýlan literatür taramasý da daha ziyade genel-geçer bilgileri yansýtmakta olup oldukça yetersiz görünmektedir. Önerilen projenin kavramsal ve teorik katkýsý da söz konusu deðildir. Projenin amacý deðerlendirildiðinde, ""Türkiye’de siyasi kimliklerin oluþum sürecinde ve farklýlaþmasýnda tüketim faktörünün etkilerinin” araþtýrýlacaðý belirtilmektedir. Diðer taraftan da bireyin siyasi kimliði ve tüketim ürünleri iliþkisinin araþtýrýlacaðý ifade edilmektedir. Bu durumda projenin gerçek amacýnýn öncelikli olarak ""siyasi kimlik oluþumunda tüketim faktörlerinin etkisi"" mi yoksa, ""siyasi kimliðin sonucu olarak bireylerin hangi tüketim ürünlere yöneldiklerinin” mi olduðu iç içe geçmiþtir.  Kullanýlmasý önerilen yöntem ve somut tekniklerin uygunluðunu tartýþmadan önce proje önerisinde bir yönteme konu olabilecek bütünlüklü bir konunun ortaya konup konmadýðý ve buna eþlik eden anlamlý ve makul araþtýrma sorularýnýn geliþtirilip geliþtirilmediði sorgulanmalýdýr. Bu açýdan bakýldýðýnda projenin kavramsal çerçeve, araþtýrmanýn kapsam ve ekseni, araþtýrma sorularý ve nesnellik boyutlarýnda ciddi sorunlara sahip olduðu göze çarpmaktadýr. Ýlk olarak proje önerisinde ""kimlik"" kavramýna verilen içerik sorunlu ve kendi içinde çeliþkilidir. Literatür taramasý içerisinde kimlik bazý yerlerde bir kolektife ya da toplumsal gruba aidiyet üzerinden ele alýnýrken kimi yerlerde de normatif kimi bireysel nitelikler kimlik tanýmýnýn içerisine yerleþtirilebilmektedir. Kimlik kavramýnda görülen sorun araþtýrmanýn ana deðiþkenlerinden biri olan ""siyasal kimlik"" kavramý için de geçerlidir. Araþtýrma önerisinde siyasi kimlikle kastedilenin bir ideolojiye mi, bir siyasi partiye mi mensup olmak anlamýna geldiði anlaþýlamamaktadýr? Araþtýrma önerisinde diðer bir temel kavram olan ""tüketim kalýplarý"" da belirsiz bir þekilde kullanýlmýþtýr. Örneðin önerinin kimi yerlerinde bir markayý bilinçli bir þekilde boykot etmek de bir ihtiyacý gidermek de bir tüketim kalýbý pratiði olarak deðerlendirilmekte, bu da kavramýn açýklayýcýlýðýný azaltmaktadýr.Proje önerisinde bir dizi araþtýrma sorusundan bahsedilse de bu sorularý birbiriyle bütünleyecek bir ana sorunsalýn ve analiz çerçevesinin olmadýðý göze çarpmaktadýr. Örneðin siyasi kimlik-tüketim arasýndaki iliþki dýþýnda siyasi kimliðin oluþumunda ailenin rolünün de ""tamamlayýcý"" olarak inceleneceði belirtilmiþ bu incelemenin hangi baðlamda, ne tür iliþkileri ortaya çýkarmak amacýyla yapýlacaðý anlatýlmamýþtýr. Yine proje önerisinin bütünüyle ikna edici ve sistemli bir þekilde iliþkilendirilmeksizin ""uluslararasý þirketlerin standardizasyon"" politikalarýnýn da önerinin baþka bir yerinde ayrý bir eksen olarak ortaya çýkmasý projenin kapsamý hakkýndaki belirsizliði beslemektedir.  Araþtýrma önerisinde gözlemlere dayalý olduðu söylenen bazý kanaatlere gerçek birer toplumsal olgu muamelesi yapýlmaktadýr. Siyasal ""kimliklerin tüketim kalýplarý ve yaþama tarzlarýndaki benzeþmelerin"" olduðu tespitiyle tam olarak neyin kastedildiði söylenmediði gibi bu kanaat herhangi bir somut olguya dayandýrýlmamýþtýr. ";1,60
Projenin denekleri kýrsal kesimde iç ve dýþ göç nedeniyle kalan yaþlý bir nüfus,  emekli olup köyüne dönen, kökünden kopmak istemeyen ve doðduðu yerde yaþlanarak ölmeyi isteyen yaþlýlardýr.  Projenin konusunu kýrsal kesimde yaþayan yaþlýlarýn sosyo-ekonomik profillerinin, yaþam kalitelerinin, sosyo-ekonomik profilleriyle yaþam kaliteleri arasýndaki iliþkilerin Zara köyleri örneðinde hem sosyolojik olarak hem de halk saðlýðý açýsýndan ortaya konulmasý oluþturmaktadýr. Proje Sivas’ýn Zara ilçesinde ve merkeze baðlý köylerinde yürütülmesi planlanmýþ ve sosyoloji, halk saðlýðý ve siyaset bilimi perspektifleri bir arada kullanýlarak disiplinlerarasý bir yaklaþým benimsenerek öneriler geliþtirilmesi hedeflenmiþtir.Projenin konusu kýrsal kesimdeki yaþlýlarla ilgili bir çalýþma olduðundan özgündür. Yaþlýlar ile ilgili çok fazla çalýþma olmayýp toplumda yaþlýlar dezavantajlý sosyal grup içerisinde yer almaktadýr. Kýrsal alanda yaþayan yaþlýlar kent toplumunda yaþayanlara göre kýrsal alanýn da dezavantajlarýný üzerlerinde barýndýrmaktadýr. Ekonomik sýkýntý, saðlýk ve sosyal hizmetlere eriþememe, yalnýzlýk kýrda yaþayan yaþlýlarýn yaþam koþullarýnýn incelenmesini gerektiren bir konudur. Projede yaþlýlarýn yaþam ve saðlýk koþullarýnýn ortaya konularak sosyal politika  önerilerinin geliþtirilmesine yönelik amaçlar ve  Sivas-Zara örneðinde betimsel olarak ortaya çýkarýlmasý Zara Ýlçesindeki göç ve nüfus istatistiklerine göre çalýþmayý özgün kýlmaktadýr. Geçmiþte verilen projeye göre yeni projede istenilen deðiþikliklerin yapýldýðý görülmektedir. Konuyla ilgili yeterli düzeyde yerli ve yabancý literatür taramasý yapýldýðý görülmektedir.Ancak çalýþma sonuçlarýnýn hangi teorik yaklaþým ýþýðýnda ele alýnacaðýna dair net bir öngörü yoktur. Her ne kadar konuyla ilgili teorik çalýþmalardan bahsedilse de seçilen modernleþme yaklaþýmýnýn güçlü ve zayýf yönleri belirtilmemiþtir.;4,00
"Proje önerisi daha önce deðerlendirilmiþ ve desteklenmesi uygun bulunmamýþtýr. Bir önceki panel raporu çerçevesinde saptanan sorunlarýn önemli bir kýsmýnýn dikkate alýnmadýðý ve projenin buna göre yeterince geliþtirilmediði anlaþýlmaktadýr. Halen projenin bilimsel/akademik anlamda katkýsýnýn ne olduðuna yönelik sorunlar bulunmaktadýr. Proje baþvurusunun çeþitli yerlerinde projenin temel amacýnýn kadýn giriþimciliðinin desteklenmesi ve geliþtirilmesi olduðu vurgulanmakta, bunun nasýl bilimsel bir katkýya dönüþeceði tam olarak açýklanamamaktadýr. Projenin konu ile ilgili politikalarýn geliþtirilmesi ve farkýndalýk arttýrmaya katký saðlayacaðý açýktýr, ancak akademik olarak saðlayacaðý artý deðerin daha net belirlenmesi gerekmektedir.Çalýþmanýn özgün deðerlerinden biri olarak; “bölgenin giriþimcilik potansiyelinin kadýnlar lehine araþtýrýlmasýný saðlayacak bir çalýþma olmasýdýr” denmektedir. Ancak mevcut potansiyeli kadýnlar lehine çevirmenin ekonomik, sosyal ve kültürel gerekçeleri bölge açýsýndan yeterince ortaya konulmamýþtýr. Kadýn istihdamýnýn önemine deðinilse de, bölge açýsýndan önemi üzerinde durulmamýþtýr. Projede araþtýrmanýn bir diðer amacý da, kadýn giriþimcilerin toplumsal cinsiyet farkýndalýðýný arttýrmayý hedeflemektedir. Araþtýrmada kadýn giriþimciliðin geliþtirilmesinin toplumsal, ekonomik, kültürel vb. boyutlarýndan ve katkýlarýndan ayrýntý ile bahsedilmiþ. Fakat “kadýnlarýn cinsiyet farkýndalýðýný arttýrmanýn” kadýn giriþimciliðinin geliþtirilmesine katkýsý yeterince gerekçelendirilmemiþtir. Sadece amaç ve hedefler bölümünde “kadýn giriþimciliði alanýnda toplumsal cinsiyet bakýþ açýsýna sahip olunmasý konunun kadýn boyutuna özel bir dikkatle yaklaþmayý, konuyu kadýnlara özgü yanlarýyla birlikte ele almayý ve kadýn giriþimciliðini geliþtirmeyi gerektirmektedir” denmektedir. Araþtýrmanýn iki temel boyutta ele alýnacaðý gerçeðinden yola çýkýldýðýnda “Kadýn giriþimciliðini geliþtirme” boyutu ayrýntýlý bir þekilde ele alýnýp gerçekleþtirilirken “toplumsal cinsiyet farkýndalýðýný arttýrma” boyutu ise yeterince gerekçelendirilememiþtir. Bu eksikliðin giderilmesi projenin amaçlarýna ulaþmasý açýsýndan zorunlu görülmektedir. Ayrýca amaç ve hedeflerin son cümlesinde paylaþýlan deneyimlerin “kadýnlarýn dayanýþma ve güçlenme stratejileri ve sorunlarla baþ etme kapasitelerini geliþtirerek, toplumsal cinsiyet temelli güç iliþkilerinin dönüþtürülmesine katký saðlanacaktýr” denmektedir. “toplumsal cinsiyet temelli güç iliþkilerinin dönüþtürülmesi” ile ne amaçlanmaktadýr? Toplumsal cinsiyet temelli güç iliþkileri sadece giriþimciliðin arttýrýlmasý ya da ekonomik yeterliliðin elde edilmesiyle mi saðlanacaðý varsayýlmaktadýr? Bu konuda projede yeterli açýklamaya yer verilmemiþtir.Diðer yandan salt cinsiyet temelli (kadýn-erkek) ekonomik potansiyel araþtýrmalarý soruna tek boyuttan bakacaðý için incelenen bölgenin “mevcut giriþimci potansiyelin toplam kapasitesini” gözden kaçýrýlmasýna neden olabilir. Bu araþtýrmada da ayný duruma düþülme ihtimali vardýr.";2,60
Önerilen proje Türkiye'nin bugün karþý karþýya kaldýðý çok önemli bir sorunla ilgili olmasýnýn yaný sýra daha önce bu konuda yapýlmýþ herhangi bir sosyolojik çalýþmanýn bulunmamasý nedeniyle de literatürde önemli bir boþluðu dolduracak, ayrýca Türkiye toplumunun karþýlaþtýðý bu sorunun çözümüne yönelik gerek politika önerileri, gerekse de politika geliþtirme açýsýndan bir kaynak çalýþma olmasý itibariyle bir hayli önemli potansiyeli taþýmaktadýr. Dolayýsýyla birden fazla alanda katký yapabilecek bu projenin amaç ve hedefleri de proje önerisinde açýk bir þekilde belirtilmiþtir. Önceki panel raporunda ifade edilen literatüre iliþkin eksiklikler belli ölçüde giderilmiþtir. Araþtýrma göç sonrasý ortaya çýkma olasýlýðý olan ýrkçýlýk, yabancý düþmanlýðý, temel insan haklarý ihlalleri gibi sorunlarýn çözümüne ýþýk tutacak, tutmaya çalýþacak bilimsel veri toplamayý hedeflemektedir. Araþtýrma sonucunda elde edilecek veriler sonunda politika yapýcýlar için oldukça önemli veriler sunabilir.  ;4,20
Önerilen araþtýrma daha önce Anadolu Kaplanlarýyla ilgili olarak yapýlan çalýþmalarda deðinilse de genellikle pek derinleþtirilmemiþ bir konu olan erkeklik meselesine toplumsal cinsiyet perspektifinden odaklandýðý için yeterince özgün bulunmuþtur. Bu baðlamda proje tasarýmýnda bu giriþimcilerin eþleriyle yapýlacak çalýþmalar da ayrýca önemli görülmüþtür. Ayrýca literatür özeti bölümünde kýsaca özetlenen teorik çerçeve de bu anlamda konu seçimine gayet uygun düþmektedir. Dolayýsýyla araþtýrmanýn yeterince özgün bir nitelik taþýdýðý düþünülmektedir.;4,60
"Proje konusu önemli olmakla birlikte önerilen araþtýrma özgün deðer açýsýndan yeterli bulunmamýþtýr. Konu, kapsam ve literatür özeti hakkýnda gerekli ve geniþ bir araþtýrma sunulmamýþtýr. Yararlanýlan kaynaklar genellikle çeþitli üniversitelerde yapýlmýþ yüksek lisans tezlerinden oluþmaktadýr. Literatürün bilimsel araþtýrma kurallarý çerçevesinde verilmediði, ayný kaynaklardan tekrar tekrar alýntý verildiði görülmektedir. Kaynakçanýn verilme biçimi de doðru deðildir. Berdelin baþlangýcý, geliþmesi, hangi toplumlarda uygulandýðý, paranýn kullanýlmadýðý döneme ait olup olmadýðý gibi hususlarda yeterli açýklýk yoktur. Bu nedenlerle projenin özgün deðeri düþük bulunmuþtur. Ayrýca proje önerisinde bilgi toplama tekniði olarak anket tekniðinin kullanýlmasý düþünülmektedir. Berdel gibi karmaþýk iliþkilerin ve çok sayýda faktörün ortaya çýkardýðý bir evlilik türü/aile yapýsýnýn sadece anket tekniði ile anlaþýlmasý ve açýklanmasý mümkün görünmemektedir. Ayrýca gösterecekleri tepkiler ve güvenlik tehlikesi sebep gösterilerek Berdel'in gerçekleþmesinde etkili olan aile büyükleri ve erkek eþlerle görüþülmemesi, sadece kadýnlardan bilgi toplanmasý da metodolojik açýdan bir yetersizlik olarak görülmektedir. Berdel evlilik olgusunun çok daha az kiþi ile ama olayýn bütün taraflarý ile bizzat görüþülerek (""derinlemesine görüþme"") ve ""katýlýmlý gözlem"" yapýlarak gerçeklerin ortaya çýkarýlabileceði bir konu olduðu düþünülmektedir.";1,00
"Proje önerisinin ana amacý, seçici dikkatin kontrolünü açýklamakta kullanýlan malzemenin uyumluluk oraný etkilerinin altýnda yatan biliþsel süreçleri belirlemektir. Proje önerisi, seçici dikkat kontrolünü açýklamaya yönelik iki kuramsal yaklaþýmdan (Uyarýcý-Tepki Öðrenme ve Çatýþma Denetimi) hangisinin daha üstün olduðunu bir dizi deneyle açýklamayý hedeflemektedir. Bu baðlamda, proje önerisinde iki adet özgün uygulama önerilmiþtir. Bunlardan ilki, uyumluluk oraný belirlemek için kullanýlan yöntem (Stroop görevindeki renk ve kelime boyutlarýnýn farklý zamanlarda sunulmasý), ikincisi ise baðýmlý ölçümlerin (sözel tepkiler: doðru, yanlýþ, geçersiz) ses dosyalarýna kaydedilerek belirlenmesidir.Geçmiþi oldukça eskilere dayanan dikkat ve dikkatin kontrolü çalýþmalarýnýn davranýþsal düzeyde incelenip açýklanmasý alanda yeniden popüler olmuþ bir konudur. Ancak, ""dikkat süreçlerinin doðasýndan"" kaynaklanan (msn. mertebesinde çok kýsa süreler içinde ve hýzlý gerçekleþiyor olmasý) teknik sýkýntýlar bir dizi deneysel tasarýmlarla veya dikkat süreçleri esnasýnda görece daha dakik olan fizyolojik temelli (EEG, ERP, F-MRI, F-NIRS gibi) ölçümlerin alýnmasý yoluyla aþýlmaya çalýþýlmaktadýr. Mevcut proje önerisi bu çabalardan ilkini yani davranýþsal deneyler yapma çabasýný temsil etmektedir. Bu yönüyle, önerilen projenin biliþsel psikoloji alanýna özgün katkýsý metodolojik açýdan bilinen bir teknikte yeni bir manipülasyon (Stroop görevinde/testinde kullanýlan ve Stroop etkisini ortaya çýkaran uyarýcýlarýn farklý zamanlarda sunmak)  uygulamak olarak belirtilebilir. Baðýmlý ölçümün ses kaydý olarak alýnmasý (ses dosyalarýnda toplanmasý) ise özgün bir yön olarak deðerlendirilmemiþtir. Ses dosyasý oluþturmak yerine basit bir ses kayýt cihazý ile ses kaydý alýp, sonrasýnda deþifre etmek mümkündür. Klasik olarak katýlýmcýnýn tepkilerini testörün sayarak kaydetmesinde ciddi deneyci hatalarý olmamaktadýr. Bu baðlamda, önerilen ölçüm alma biçimi özgün olarak deðerlendirilmemiþtir.";3,67
"Proje konusu ülkemiz alan yazýný açýsýndan ihmal edilen bir konu olan boþanma ve boþanma sonrasý uyuma odaklanmasý açýsýndan önemlidir. Son yýllarda boþanan çiftlerin sayýsýndaki artýþ dikkate alýndýðýnda proje anlamlý ve önemli bir çalýþma olarak deðerlendirilmektedir. Öte yandan projenin temel amacý ve gerekçesi güçlü olmakla beraber, kavramsal ve kuramsal çerçevesi yeterince güçlü izlenimi vermemekte bazý tutarsýzlýklarý içinde barýndýrmaktadýr. Örneðin projenin kuramsal ayaðýnýn “Aile Yýlmazlýðý” üzerine temellendirildiði görülmektedir. Bilindiði gibi aile yýlmazlýðý; ailede yaþanan stres, kriz ve zorlanma durumlarýnda ortaya çýkan ailenin kendini toparlayabilme gücü olarak kavramsallaþtýrýlabilir. Oysaki boþanma baþlý baþýna bir kriz ve ailenin kendini toparlayabilme gücünün zayýflýðýnýn göstergelerinden biri olarak deðerlendirilebilir. Ayrýca proje önerisinde kavramsal/kuramsal temellerin yeterince açýklanmamýþ olmasý, gerek nicel çalýþma gerekse web tabanlý eðitim programýnýn etkililiðini azalmaktadýr. Örneðin boþanan çiftlerin -en azýndan bazýlarý- yeni bir aile kurmuþ olabilirler. Bu durumda “aile” ve “aile yýlmazlýðý”nýn nasýl kavramsallaþtýrýlacaðý net deðildir. Yasal olarak boþanan eþleri bir aile gibi düþünmek uygun görünmemektedir. Boþanan eþler artýk bir aile deðil daha çok ebeveynlerdir. Boþanma karý kocalýk iliþkisinin sonlandýrýlmasýdýr, ebeveynliðin sonlandýrýlmasý deðildir. Sonuç olarak, projenin konusu önemli bir sorunu iþaret etmekle beraber, kavramsal/kuramsal temellerinin yeterince açýk ifade edilmemiþ olmasý proje çýktýlarýndan elde edilmesi düþünülen verimi azaltabilir. Öte yandan, bu deðerlendirmeler çalýþmanýn önemini kuþkusuz azaltmaz ama etkililiðini ve soruna yapýsal katký saðlama potansiyelini zayýflatabilir.  ";2,83
Proje önerisinde, Türkiye’de evli çiftlerin evlilik kalitesini belirlemek amaçlanmaktadýr. Her ne kadar günümüzde evlilik kalitesini yordayan deðiþkenler ve bu deðiþkenlerin yordamadaki önemini ve katkýlarýný saptamak önemli olsa da, projede ciddi yöntemsel eksiklikler bulunmaktadýr. Önerisinde her ne kadar Türkiye’de evlilik üzerine yapýlan çalýþmalarýn yeterli olmadýðý belirtilse de son yýllarda bu konu üzerine yapýlan çalýþmalar giderek artmaktadýr. Bu çalýþmalarýn en büyük sýnýrlýlýðý genellikle tek bir eþle çalýþýlmasýdýr. Ýkili iliþkiler bir bütün olarak düþünüldüðünde bu yöntem pek çok verinin kaybolmasýna ya da anlaþýlmamasýna neden olabilmektedir. Türkiye’de evlilik kalitesini belirleyecek olan faktörlere iliþkin kompleks bir modelin anlaþýlmasý ancak her iki eþten bilgi alýnarak oluþturulabilir. Ancak, projede iki eþe de ulaþmanýn mümkün olmadýðý durumda sadece evli kiþilerden veri toplanacaðý belirtilmiþtir. Fakat bu durum, hedeflenen amaca ulaþmada ciddi sorunlar oluþturacak ve projenin özgün deðerini zayýflatmaktadýr. Bu þekilde toplanan bir verinin Türkiye’yi temsil etmesi mümkün gözükmemektedir.Proje önerisinde uzun bir literatür özetinin sunulmasýna karþýn, literatür kapsamýnda öncül hipotezler ve/veya tüm olasý hipotezleri özetleyen söz ettikleri türde kompleks kuramsal bir model önerisi sunulmamaktadýr. Bununla birlikte, Türk kültüründe, hangi yordayýcý deðiþkenlerin, hangi kültüre özgü yapý veya süreçlerden hareketle (yani hangi gerekçelerle) dünya literatüründen farklý olarak evlilik kalitesini yordayýp yordamayacaðýna yönelik kültüre özgü hipotezler de belirtilmemiþtir.Proje önerisinde, çok sayýda deðiþkenin çalýþmaya dahil edilmesi ancak bu deðiþkenler arasýndaki kompleks iliþkilerin projede ele alýnmamasý çalýþmanýn amacýný belirlemeyi  zorlaþtýrmakta ve özgün deðerini zayýflatmaktadýr.;1,17
Türkiye için kültüre özgü, geçerliði ve güvenirliði test edilmiþ bir krize müdahale programýnýn geliþtirilmesi ya da uyarlanmasý oldukça önemli ve eðitim sistemine saðlayabileceði katkýlar açýsýndan zorunlu bir çalýþmadýr. Ancak, bu tür bir çalýþmanýn kurumsal iþbirliði ile yürütülmesinde büyük yarar bulunmaktadýr. Seçilen örneklemin çok yerel ve kýsýtlý olmasý geliþtirilen programýn yaygýnlaþtýrýlabilirliðini ortadan kaldýrmaktadýr. Bu nedenlerle proje önerisinin özgün deðeri zayýf bulunmuþtur.;2,83
Proje önerisi anne kýz arasýndaki baðlanma iliþkisinin ve bu iliþkinin annenin psikolojik iyilik durumu ve kýzýn bakým verme ve annenin bakým alma öngörüleri üstündeki etkilerinin kapsamlý nicel incelenmesini amaçlamaktadýr. Bu projede ayrýca Yetiþkin Baðlanma Ölçeði'nin Türkçe'ye uyarlanmasý hedeflenmektedir. Araþtýrmanýn özgün deðer ve katkýsý, alanyazýnda vurgusu olmasýna raðmen araþtýrýlmamýþ olan anne-yetiþkin kýz çiftlerinin baðlanmasýnýn araþtýrýlmasýdýr ve bu özelliklerinin annenin psikolojik iyilik hali ve tutumlarý üzerindeki etkilerine bakýlmasýdýr. Annelerin bakým alma ve yetiþkin kýzlarýn bakým verme tutumlarýna dair uluslararasý yazýnýn mevcut olduðu belirtilmiþtir. Ayrýca, Türk yazýný açýsýndan katký, yetiþkin kýzlarý olan annelerin genel gündelik ve duygusal ihtiyaçlarý ve bunlarý gidermeye yönelik tutumlarý konusunda bulgularýn saðlanmasýdýr. Ülkemizde ihmal edilen bir konu olan geriatrik psikoloji alanýna katký saðlayacak bir çalýþma olmasý da proje önerisinin özgün deðerini arttýrmaktadýr.;4,50
Proje önerisi evliliklerinin ilk yýlýndaki çiftlerden farklý zamanlarda ölçüm alarak, evliliðin gidiþini etkileyen etkenler hakkýnda bilgi toplamasý yeni ve faydalý bir bilgi saðlayabilir.Proje, dört ayrý zamanda, fizyolojik ölçümleri de içerecek þekilde çoklu yöntemlerle boylamsal veri toplayacak ve ikili veri analizi (dyadic data analysis) yöntemiyle evli çiftlerin birbirleri üzerindeki kesitsel ve boylamsal etkilerini inceleyecek þekilde önerilmektedir. Önerilen projenin yöntemsel yeniliði, evliliðin ilk yýllarýnda eþler arasý etkileþimsel deðiþimi modellemesi ve uygulamaya yönelik bilgi üretme potansiyeli, özgün deðerini yükseltmektedir.;4,83
"Proje önerisinin Türkiye toplumunda ""Namus kültürlerinde kadýna yönelik þiddeti"" araþtýrma amacý, psikoloji alaný içinde konuyla ilgili çok az çalýþma olduðu gözönüne alýndýðýnda, konusu bakýmýndan özgün bir deðer taþýma potansiyeline sahiptir. Bununla birlikte, bu konuyu ele almada kullanýlmasý planlanan yöntemsel yaklaþým, genel olarak Türkiye'de üzerinde çalýþýlmamýþ ölçeklere ve modellere dayanmaktadýr; böylesi ""kültürel"" arka planýn önemli olduðu bir konuda, baþka kültürel baðlamlarda yapýlmýþ çalýþmalara dayalý bir anlayýþ, projenin özgün deðerini sýnýrlandýrmaktadýr.";3,00
